Supreme Strawberry Topping,"This homemade strawberry sauce makes a delicious dessert topping over cheesecake or ice cream. Or, warm it up and enjoy it for breakfast over pancakes or waffles. Store covered in the refrigerator.",4.8,false,false
Real Strawberry Frosting,"This strawberry frosting has an intense strawberry taste without using extract or gelatin. I wanted real strawberry frosting for my real strawberry cupcakes and could not find an acceptable recipe. I came up with this recipe using a strawberry purée reduction that is truly the strawberry-est. If you love strawberries, you'll love this!",4.6,false,20 mins
"White Chocolate, Chocolate Cookies",The reverse Chocolate Chip cookie. Rich dark chocolate with white chocolate chips.,4.5,false,25 mins
